scene_id,acq_time_utc,lon,lat,bbox_w_m,bbox_h_m,length_class_m,confidence,aspect_ratio,wake_flag,range_km,detector,nir_snr,size_class,n_years_at_cell,transient
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.234098,48.833509,62.9,45.4,62.9,0.0813,1.39,0,3.882,A,,>24m,1,1
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.220729,48.85123,32.3,62.8,62.8,0.064,1.94,0,5.89,A,,>24m,1,1
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.312225,48.83923,29.1,27.7,29.1,0.0519,1.05,0,3.731,A,,>24m,1,1
20210812_194340_68_1058,2021-08-12T19:43:40.689537Z,-125.222882,48.842967,125.4,104.7,125.4,0.6788,1.2,0,5.165,A,,>24m,1,1
20210812_194340_68_1058,2021-08-12T19:43:40.689537Z,-125.228391,48.789072,49.3,97.3,97.3,0.6559,1.97,0,4.6,A,,>24m,1,1
20210812_194340_68_1058,2021-08-12T19:43:40.689537Z,-125.2421,48.821825,38.4,32.9,38.4,0.5941,1.17,0,2.781,A,,>24m,1,1
20210812_194340_68_1058,2021-08-12T19:43:40.689537Z,-125.23429,48.824292,29.4,29.2,29.4,0.5888,1.01,0,3.41,A,,>24m,1,1
20210812_194340_68_1058,2021-08-12T19:43:40.689537Z,-125.341249,48.841114,30.1,39.7,39.7,0.588,1.32,0,5.496,A,,>24m,1,1
20210812_194340_68_1058,2021-08-12T19:43:40.689537Z,-125.31045,48.857424,26.8,32.0,32.0,0.5838,1.19,0,5.352,A,,>24m,1,1
20210812_194340_68_1058,2021-08-12T19:43:40.689537Z,-125.308052,48.851963,26.5,28.3,28.3,0.5802,1.07,0,4.731,A,,>24m,1,1
20210812_194340_68_1058,2021-08-12T19:43:40.689537Z,-125.212054,48.848303,31.9,30.3,31.9,0.5676,1.05,0,6.154,A,,>24m,1,1
20210812_194340_68_1058,2021-08-12T19:43:40.689537Z,-125.313776,48.854313,21.6,28.7,28.7,0.5464,1.32,0,5.162,A,,>24m,1,1
20210812_194340_68_1058,2021-08-12T19:43:40.689537Z,-125.31436,48.852594,25.9,30.4,30.4,0.5329,1.17,0,5.02,A,,>24m,2,0
20210812_194340_68_1058,2021-08-12T19:43:40.689537Z,-125.22006,48.83411,30.3,29.9,30.3,0.5328,1.01,0,4.803,A,,>24m,1,1
20210812_194340_68_1058,2021-08-12T19:43:40.689537Z,-125.217551,48.847004,90.4,50.8,90.4,0.5223,1.78,0,5.75,A,,>24m,1,1
20210812_194340_68_1058,2021-08-12T19:43:40.689537Z,-125.247054,48.796247,36.9,31.0,36.9,0.5051,1.19,0,3.035,A,,>24m,1,1
20210812_194340_68_1058,2021-08-12T19:43:40.689537Z,-125.322154,48.848118,20.5,21.7,21.7,0.4664,1.06,0,4.954,A,,12-24m,2,0
20210812_194340_68_1058,2021-08-12T19:43:40.689537Z,-125.291638,48.844622,30.1,31.1,31.1,0.437,1.03,0,3.521,A,,>24m,1,1
20210812_194340_68_1058,2021-08-12T19:43:40.689537Z,-125.283935,48.848949,41.2,55.9,55.9,0.397,1.36,0,3.886,A,,>24m,1,1
20210812_194340_68_1058,2021-08-12T19:43:40.689537Z,-125.218337,48.833546,31.3,35.3,35.3,0.3737,1.13,0,4.887,A,,>24m,5,0
20210812_194340_68_1058,2021-08-12T19:43:40.689537Z,-125.245088,48.826014,21.7,21.8,21.8,0.3527,1.0,0,2.762,A,,12-24m,1,1
20210812_194340_68_1058,2021-08-12T19:43:40.689537Z,-125.237133,48.823439,30.7,57.8,57.8,0.2979,1.88,0,3.183,A,,>24m,1,1
20210812_194340_68_1058,2021-08-12T19:43:40.689537Z,-125.229707,48.825869,24.4,27.4,27.4,0.2692,1.12,0,3.785,A,,>24m,1,1
20210812_194340_68_1058,2021-08-12T19:43:40.689537Z,-125.219698,48.856576,48.0,42.8,48.0,0.2688,1.12,0,6.371,A,,>24m,1,1
20210812_194340_68_1058,2021-08-12T19:43:40.689537Z,-125.232587,48.827073,50.9,83.1,83.1,0.2554,1.63,0,3.638,A,,>24m,1,1
20210812_194340_68_1058,2021-08-12T19:43:40.689537Z,-125.315367,48.85172,22.1,27.7,27.7,0.2448,1.25,0,4.978,A,,>24m,1,1
20210812_194340_68_1058,2021-08-12T19:43:40.689537Z,-125.210627,48.837316,51.4,87.3,87.3,0.18,1.7,0,5.58,A,,>24m,1,1
20210812_194340_68_1058,2021-08-12T19:43:40.689537Z,-125.234375,48.833747,130.9,132.9,132.9,0.1488,1.02,0,3.88,A,,>24m,1,1
20210812_194340_68_1058,2021-08-12T19:43:40.689537Z,-125.336589,48.786154,59.0,46.8,59.0,0.1442,1.26,0,5.288,A,,>24m,1,1
20210812_194340_68_1058,2021-08-12T19:43:40.689537Z,-125.215151,48.821486,24.7,26.0,26.0,0.1437,1.05,0,4.692,A,,>24m,1,1
20210812_194340_68_1058,2021-08-12T19:43:40.689537Z,-125.323331,48.832338,38.5,24.7,38.5,0.1237,1.56,0,3.866,A,,>24m,1,1
20210812_194340_68_1058,2021-08-12T19:43:40.689537Z,-125.25824,48.82906,34.4,42.8,42.8,0.1173,1.25,0,2.21,A,,>24m,1,1
20210812_194340_68_1058,2021-08-12T19:43:40.689537Z,-125.314852,48.852337,25.0,26.0,26.0,0.1079,1.04,0,5.015,A,,>24m,2,0
20210812_194340_68_1058,2021-08-12T19:43:40.689537Z,-125.218179,48.796638,40.7,28.0,40.7,0.1051,1.45,0,4.815,A,,>24m,2,0
20210812_194340_68_1058,2021-08-12T19:43:40.689537Z,-125.221654,48.84475,117.5,95.8,117.5,0.102,1.23,0,5.359,A,,>24m,1,1
20210812_194340_68_1058,2021-08-12T19:43:40.689537Z,-125.216858,48.839532,132.0,94.1,132.0,0.0891,1.4,0,5.306,A,,>24m,1,1
20210812_194340_68_1058,2021-08-12T19:43:40.689537Z,-125.252841,48.806211,24.7,28.7,28.7,0.0866,1.16,0,2.064,A,,>24m,1,1
20210812_194340_68_1058,2021-08-12T19:43:40.689537Z,-125.228396,48.789263,81.2,78.2,81.2,0.0806,1.04,0,4.586,A,,>24m,1,1
20210812_194340_68_1058,2021-08-12T19:43:40.689537Z,-125.239615,48.833574,30.8,29.7,30.8,0.0735,1.04,0,3.557,A,,>24m,1,1
20210812_194340_68_1058,2021-08-12T19:43:40.689537Z,-125.313119,48.822846,28.3,26.1,28.3,0.0671,1.08,0,2.726,A,,>24m,1,1
20210812_194340_68_1058,2021-08-12T19:43:40.689537Z,-125.210315,48.82153,14.2,22.4,22.4,0.0636,1.58,0,5.042,A,,12-24m,2,0
20210812_194340_68_1058,2021-08-12T19:43:40.689537Z,-125.298142,48.854629,19.0,23.7,23.7,0.0581,1.25,0,4.725,A,,12-24m,1,1
20210812_194340_68_1058,2021-08-12T19:43:40.689537Z,-125.314481,48.85176,26.2,31.5,31.5,0.0516,1.2,0,4.946,A,,>24m,1,1
20210812_194340_68_1058,2021-08-12T19:43:40.689537Z,-125.333697,48.85832,23.9,25.0,25.0,0.051,1.05,0,6.366,A,,>24m,1,1
20210824_181728_61_1067,2021-08-24T18:17:28.610209Z,-125.319054,48.846857,27.1,28.4,28.4,0.6618,1.05,0,4.701,A,,>24m,1,1
20210824_181728_61_1067,2021-08-24T18:17:28.610209Z,-125.313499,48.854088,22.6,29.3,29.3,0.6565,1.3,0,5.13,A,,>24m,1,1
20210824_181728_61_1067,2021-08-24T18:17:28.610209Z,-125.344309,48.836751,24.9,26.1,26.1,0.65,1.05,0,5.446,A,,>24m,1,1
20210824_181728_61_1067,2021-08-24T18:17:28.610209Z,-125.221815,48.795736,141.4,116.2,141.4,0.6346,1.22,0,4.617,A,,>24m,1,1
20210824_181728_61_1067,2021-08-24T18:17:28.610209Z,-125.335252,48.83606,138.4,141.8,141.8,0.6263,1.02,0,4.828,A,,>24m,1,1
20210824_181728_61_1067,2021-08-24T18:17:28.610209Z,-125.315341,48.852028,26.1,24.8,26.1,0.6145,1.05,0,5.005,A,,>24m,1,1
20210824_181728_61_1067,2021-08-24T18:17:28.610209Z,-125.226426,48.794915,36.4,28.6,36.4,0.614,1.27,0,4.361,A,,>24m,1,1
20210824_181728_61_1067,2021-08-24T18:17:28.610209Z,-125.316881,48.850941,23.4,24.0,24.0,0.5764,1.02,0,4.967,A,,>24m,1,1
20210824_181728_61_1067,2021-08-24T18:17:28.610209Z,-125.224127,48.777399,22.8,22.9,22.9,0.5704,1.0,0,5.699,A,,12-24m,1,1
20210824_181728_61_1067,2021-08-24T18:17:28.610209Z,-125.212899,48.80525,36.8,27.4,36.8,0.5221,1.34,0,4.89,A,,>24m,1,1
20210824_181728_61_1067,2021-08-24T18:17:28.610209Z,-125.223196,48.785019,24.0,23.8,24.0,0.5121,1.01,0,5.177,A,,>24m,1,1
20210824_181728_61_1067,2021-08-24T18:17:28.610209Z,-125.238762,48.829373,27.3,27.5,27.5,0.4899,1.01,0,3.349,A,,>24m,6,0
20210824_181728_61_1067,2021-08-24T18:17:28.610209Z,-125.310353,48.854354,28.3,31.8,31.8,0.4335,1.12,0,5.045,A,,>24m,2,0
20210824_181728_61_1067,2021-08-24T18:17:28.610209Z,-125.333096,48.854008,23.5,31.5,31.5,0.4261,1.34,0,5.974,A,,>24m,1,1
20210824_181728_61_1067,2021-08-24T18:17:28.610209Z,-125.253598,48.831003,26.2,32.9,32.9,0.4246,1.25,0,2.599,A,,>24m,1,1
20210824_181728_61_1067,2021-08-24T18:17:28.610209Z,-125.314847,48.851214,20.3,20.2,20.3,0.4129,1.0,0,4.91,A,,12-24m,1,1
20210824_181728_61_1067,2021-08-24T18:17:28.610209Z,-125.240664,48.832058,24.8,26.9,26.9,0.404,1.08,0,3.395,A,,>24m,3,0
20210824_181728_61_1067,2021-08-24T18:17:28.610209Z,-125.218374,48.83355,19.7,22.8,22.8,0.3775,1.16,0,4.885,A,,12-24m,5,0
20210824_181728_61_1067,2021-08-24T18:17:28.610209Z,-125.324752,48.8551,24.6,24.5,24.6,0.3714,1.0,0,5.679,A,,>24m,1,1
20210824_181728_61_1067,2021-08-24T18:17:28.610209Z,-125.216939,48.835795,20.3,31.0,31.0,0.3504,1.53,0,5.092,A,,>24m,1,1
20210824_181728_61_1067,2021-08-24T18:17:28.610209Z,-125.243242,48.830824,31.1,39.0,39.0,0.3478,1.26,0,3.162,A,,>24m,3,0
20210824_181728_61_1067,2021-08-24T18:17:28.610209Z,-125.33486,48.854142,26.5,25.3,26.5,0.3355,1.05,0,6.073,A,,>24m,2,0
20210824_181728_61_1067,2021-08-24T18:17:28.610209Z,-125.234421,48.817624,35.6,30.1,35.6,0.3121,1.19,0,3.234,A,,>24m,1,1
20210824_181728_61_1067,2021-08-24T18:17:28.610209Z,-125.278669,48.791218,26.6,27.2,27.2,0.2729,1.02,0,2.556,A,,>24m,1,1
20210824_181728_61_1067,2021-08-24T18:17:28.610209Z,-125.217467,48.794156,25.2,27.3,27.3,0.2691,1.09,0,4.98,A,,>24m,1,1
20210824_181728_61_1067,2021-08-24T18:17:28.610209Z,-125.218306,48.78919,26.1,18.6,26.1,0.2446,1.4,0,5.199,A,,>24m,1,1
20210824_181728_61_1067,2021-08-24T18:17:28.610209Z,-125.345742,48.85198,43.1,52.8,52.8,0.2136,1.23,0,6.483,A,,>24m,2,0
20210824_181728_61_1067,2021-08-24T18:17:28.610209Z,-125.227626,48.822668,18.5,20.7,20.7,0.2042,1.12,0,3.826,A,,12-24m,1,1
20210824_181728_61_1067,2021-08-24T18:17:28.610209Z,-125.240219,48.831738,21.2,18.6,21.2,0.2013,1.14,0,3.401,A,,12-24m,1,1
20210824_181728_61_1067,2021-08-24T18:17:28.610209Z,-125.212138,48.797502,24.7,20.8,24.7,0.1559,1.19,0,5.187,A,,>24m,1,1
20210824_181728_61_1067,2021-08-24T18:17:28.610209Z,-125.231188,48.816532,23.0,22.4,23.0,0.1394,1.03,0,3.458,A,,12-24m,1,1
20210824_181728_61_1067,2021-08-24T18:17:28.610209Z,-125.222434,48.841715,46.3,37.0,46.3,0.1334,1.25,0,5.106,A,,>24m,1,1
20210824_181728_61_1067,2021-08-24T18:17:28.610209Z,-125.314663,48.780597,52.0,33.7,52.0,0.1283,1.54,0,4.59,A,,>24m,1,1
20210824_181728_61_1067,2021-08-24T18:17:28.610209Z,-125.334375,48.853562,31.1,34.5,34.5,0.1154,1.11,0,6.001,A,,>24m,2,0
20210824_181728_61_1067,2021-08-24T18:17:28.610209Z,-125.214634,48.797565,19.9,21.9,21.9,0.0652,1.1,0,5.015,A,,12-24m,1,1
20210824_181728_61_1067,2021-08-24T18:17:28.610209Z,-125.223385,48.792268,84.3,42.8,84.3,0.0637,1.97,0,4.702,A,,>24m,3,0
20210824_181728_61_1067,2021-08-24T18:17:28.610209Z,-125.33319,48.854053,37.3,40.5,40.5,0.0627,1.09,0,5.983,A,,>24m,1,1
20210824_181728_61_1067,2021-08-24T18:17:28.610209Z,-125.220577,48.785266,20.2,22.4,22.4,0.0574,1.11,0,5.311,A,,12-24m,1,1
20210824_181728_61_1067,2021-08-24T18:17:28.610209Z,-125.34598,48.852831,41.4,51.2,51.2,0.0561,1.24,0,6.558,A,,>24m,1,1
20210824_181728_61_1067,2021-08-24T18:17:28.610209Z,-125.33339,48.852807,25.4,30.2,30.2,0.0516,1.19,0,5.891,A,,>24m,1,1
20220625_182034_44_2440,2022-06-25T18:20:34.440435Z,-125.213054,48.800606,121.2,102.7,121.2,0.6801,1.18,0,5.01,A,,>24m,1,1
20220625_182034_44_2440,2022-06-25T18:20:34.440435Z,-125.296072,48.852026,111.1,91.7,111.1,0.6002,1.21,0,4.403,A,,>24m,1,1
20220625_182034_44_2440,2022-06-25T18:20:34.440435Z,-125.290848,48.81139,27.7,26.5,27.7,0.5854,1.04,0,0.972,A,,>24m,1,1
20220625_182034_44_2440,2022-06-25T18:20:34.440435Z,-125.32685,48.846103,29.9,27.0,29.9,0.5572,1.11,0,5.023,A,,>24m,1,1
20220625_182034_44_2440,2022-06-25T18:20:34.440435Z,-125.222219,48.839333,37.4,35.2,37.4,0.5197,1.06,0,4.965,A,,>24m,1,1
20220625_182034_44_2440,2022-06-25T18:20:34.440435Z,-125.313208,48.854461,27.2,31.0,31.0,0.4625,1.14,0,5.155,A,,>24m,2,0
20220625_182034_44_2440,2022-06-25T18:20:34.440435Z,-125.213366,48.84089,26.0,27.0,27.0,0.4284,1.04,0,5.602,A,,>24m,1,1
20220625_182034_44_2440,2022-06-25T18:20:34.440435Z,-125.224271,48.786824,22.8,33.9,33.9,0.4179,1.49,0,4.991,A,,>24m,2,0
20220625_182034_44_2440,2022-06-25T18:20:34.440435Z,-125.314519,48.852883,27.9,26.6,27.9,0.3984,1.05,0,5.054,A,,>24m,2,0
20220625_182034_44_2440,2022-06-25T18:20:34.440435Z,-125.210465,48.838927,24.2,26.7,26.7,0.3815,1.1,0,5.675,A,,>24m,1,1
20220625_182034_44_2440,2022-06-25T18:20:34.440435Z,-125.212831,48.840744,21.9,23.5,23.5,0.3619,1.08,0,5.627,A,,12-24m,1,1
20220625_182034_44_2440,2022-06-25T18:20:34.440435Z,-125.211921,48.799664,32.0,29.0,32.0,0.3568,1.1,0,5.121,A,,>24m,1,1
20220625_182034_44_2440,2022-06-25T18:20:34.440435Z,-125.223485,48.792374,34.2,18.9,34.2,0.3034,1.81,0,4.69,A,,>24m,3,0
20220625_182034_44_2440,2022-06-25T18:20:34.440435Z,-125.304425,48.854722,21.6,21.9,21.9,0.1872,1.01,0,4.895,A,,12-24m,1,1
20220625_182034_44_2440,2022-06-25T18:20:34.440435Z,-125.216036,48.79838,24.9,23.2,24.9,0.1575,1.07,0,4.886,A,,>24m,1,1
20220625_182034_44_2440,2022-06-25T18:20:34.440435Z,-125.224088,48.827442,24.5,55.9,55.9,0.1471,2.29,0,4.232,A,,>24m,1,1
20220625_182034_44_2440,2022-06-25T18:20:34.440435Z,-125.217331,48.841306,22.6,23.4,23.4,0.1263,1.04,0,5.384,A,,12-24m,1,1
20220625_182034_44_2440,2022-06-25T18:20:34.440435Z,-125.304076,48.855724,20.8,21.5,21.5,0.1155,1.04,0,4.988,A,,12-24m,1,1
20220625_182034_44_2440,2022-06-25T18:20:34.440435Z,-125.253784,48.830981,98.8,106.2,106.2,0.1119,1.08,0,2.588,A,,>24m,1,1
20220625_182034_44_2440,2022-06-25T18:20:34.440435Z,-125.243238,48.830848,23.9,22.9,23.9,0.1087,1.04,0,3.163,A,,12-24m,3,0
20220625_182034_44_2440,2022-06-25T18:20:34.440435Z,-125.245647,48.85905,17.7,19.7,19.7,0.0775,1.11,0,5.529,A,,12-24m,2,0
20220625_182034_44_2440,2022-06-25T18:20:34.440435Z,-125.221871,48.786184,41.5,24.9,41.5,0.0767,1.67,0,5.174,A,,>24m,1,1
20220625_182034_44_2440,2022-06-25T18:20:34.440435Z,-125.215681,48.841999,21.6,23.0,23.0,0.072,1.07,0,5.527,A,,12-24m,1,1
20220625_182034_44_2440,2022-06-25T18:20:34.440435Z,-125.327901,48.856948,28.2,31.6,31.6,0.062,1.12,0,5.982,A,,>24m,3,0
20220725_185511_20_248e,2022-07-25T18:55:11.206340Z,-125.227555,48.828133,29.1,30.4,30.4,0.5766,1.04,0,4.024,A,,>24m,1,1
20220725_185511_20_248e,2022-07-25T18:55:11.206340Z,-125.22755,48.780751,56.1,117.1,117.1,0.5329,2.09,0,5.257,A,,>24m,1,1
20220725_185511_20_248e,2022-07-25T18:55:11.206340Z,-125.237743,48.825892,34.5,33.9,34.5,0.4789,1.02,0,3.24,A,,>24m,1,1
20220725_185511_20_248e,2022-07-25T18:55:11.206340Z,-125.301128,48.853791,32.1,31.5,32.1,0.4704,1.02,0,4.709,A,,>24m,1,1
20220725_185511_20_248e,2022-07-25T18:55:11.206340Z,-125.311728,48.85528,28.2,27.2,28.2,0.384,1.03,0,5.183,A,,>24m,2,0
20220725_185511_20_248e,2022-07-25T18:55:11.206340Z,-125.319223,48.846122,29.4,32.3,32.3,0.3479,1.1,0,4.646,A,,>24m,1,1
20220725_185511_20_248e,2022-07-25T18:55:11.206340Z,-125.336202,48.824222,31.3,31.0,31.3,0.2894,1.01,0,4.385,A,,>24m,1,1
20220725_185511_20_248e,2022-07-25T18:55:11.206340Z,-125.227902,48.78241,32.1,30.0,32.1,0.282,1.07,0,5.11,A,,>24m,1,1
20220725_185511_20_248e,2022-07-25T18:55:11.206340Z,-125.215501,48.769837,54.7,62.1,62.1,0.2062,1.14,0,6.744,A,,>24m,1,1
20220725_185511_20_248e,2022-07-25T18:55:11.206340Z,-125.311509,48.777572,71.1,67.7,71.1,0.1696,1.05,0,4.745,A,,>24m,1,1
20220725_185511_20_248e,2022-07-25T18:55:11.206340Z,-125.321021,48.851078,48.6,39.6,48.6,0.1618,1.23,0,5.158,A,,>24m,1,1
20220725_185511_20_248e,2022-07-25T18:55:11.206340Z,-125.238804,48.82943,22.8,23.8,23.8,0.1601,1.04,0,3.35,A,,12-24m,6,0
20220725_185511_20_248e,2022-07-25T18:55:11.206340Z,-125.32162,48.78198,106.3,146.5,146.5,0.1548,1.38,0,4.787,A,,>24m,1,1
20220725_185511_20_248e,2022-07-25T18:55:11.206340Z,-125.309601,48.855163,22.4,26.7,26.7,0.1454,1.19,0,5.099,A,,>24m,1,1
20220725_185511_20_248e,2022-07-25T18:55:11.206340Z,-125.268765,48.837004,41.7,47.5,47.5,0.1286,1.14,0,2.63,A,,>24m,1,1
20220725_185511_20_248e,2022-07-25T18:55:11.206340Z,-125.259623,48.813399,29.2,78.1,78.1,0.1211,2.67,1,1.369,A,,>24m,1,1
20220725_185511_20_248e,2022-07-25T18:55:11.206340Z,-125.338993,48.846028,36.4,35.6,36.4,0.1041,1.02,0,5.681,A,,>24m,1,1
20220725_185511_20_248e,2022-07-25T18:55:11.206340Z,-125.2245,48.799899,24.0,37.0,37.0,0.095,1.55,0,4.247,A,,>24m,1,1
20220725_185511_20_248e,2022-07-25T18:55:11.206340Z,-125.212897,48.835829,22.1,26.8,26.8,0.0926,1.22,0,5.357,A,,>24m,1,1
20220725_185511_20_248e,2022-07-25T18:55:11.206340Z,-125.294799,48.832386,30.1,29.9,30.1,0.0822,1.01,0,2.356,A,,>24m,1,1
20220725_185511_20_248e,2022-07-25T18:55:11.206340Z,-125.22588,48.817358,24.8,21.9,24.8,0.0637,1.13,0,3.853,A,,>24m,1,1
20220725_185511_20_248e,2022-07-25T18:55:11.206340Z,-125.299382,48.815288,30.5,29.6,30.5,0.0576,1.03,0,1.55,A,,>24m,1,1
20220725_185511_20_248e,2022-07-25T18:55:11.206340Z,-125.218715,48.834768,24.2,27.8,27.8,0.0516,1.15,0,4.924,A,,>24m,1,1
20220726_185457_24_2490,2022-07-26T18:54:57.246800Z,-125.321108,48.852185,22.6,22.9,22.9,0.5159,1.01,0,5.26,A,,12-24m,1,1
20220726_185457_24_2490,2022-07-26T18:54:57.246800Z,-125.259946,48.831964,89.6,44.8,89.6,0.498,2.0,0,2.388,A,,>24m,1,1
20220726_185457_24_2490,2022-07-26T18:54:57.246800Z,-125.228278,48.825145,22.4,25.2,25.2,0.4862,1.13,0,3.858,A,,>24m,1,1
20220726_185457_24_2490,2022-07-26T18:54:57.246800Z,-125.324291,48.851943,21.2,32.2,32.2,0.4584,1.52,0,5.381,A,,>24m,2,0
20220726_185457_24_2490,2022-07-26T18:54:57.246800Z,-125.312134,48.855185,21.8,29.7,29.7,0.3985,1.37,0,5.187,A,,>24m,2,0
20220726_185457_24_2490,2022-07-26T18:54:57.246800Z,-125.217337,48.839314,37.2,44.1,44.1,0.3856,1.19,0,5.263,A,,>24m,1,1
20220726_185457_24_2490,2022-07-26T18:54:57.246800Z,-125.31591,48.851549,33.4,29.8,33.4,0.3488,1.12,0,4.983,A,,>24m,1,1
20220726_185457_24_2490,2022-07-26T18:54:57.246800Z,-125.224591,48.819552,38.4,25.0,38.4,0.333,1.54,0,3.976,A,,>24m,1,1
20220726_185457_24_2490,2022-07-26T18:54:57.246800Z,-125.213238,48.844581,23.0,21.1,23.0,0.2479,1.09,0,5.838,A,,12-24m,1,1
20220726_185457_24_2490,2022-07-26T18:54:57.246800Z,-125.211437,48.797973,27.4,27.4,27.4,0.2324,1.0,0,5.217,A,,>24m,1,1
20220726_185457_24_2490,2022-07-26T18:54:57.246800Z,-125.237272,48.820385,54.7,78.8,78.8,0.231,1.44,0,3.08,A,,>24m,1,1
20220726_185457_24_2490,2022-07-26T18:54:57.246800Z,-125.237118,48.819587,40.8,40.1,40.8,0.2116,1.02,0,3.073,A,,>24m,1,1
20220726_185457_24_2490,2022-07-26T18:54:57.246800Z,-125.230002,48.823201,60.6,46.8,60.6,0.154,1.3,0,3.673,A,,>24m,1,1
20220726_185457_24_2490,2022-07-26T18:54:57.246800Z,-125.233563,48.821645,36.9,34.7,36.9,0.1121,1.07,0,3.377,A,,>24m,1,1
20220726_185457_24_2490,2022-07-26T18:54:57.246800Z,-125.233793,48.826263,91.8,79.3,91.8,0.1115,1.16,0,3.522,A,,>24m,1,1
20220726_185457_24_2490,2022-07-26T18:54:57.246800Z,-125.22588,48.786645,20.4,30.4,30.4,0.1045,1.49,0,4.911,A,,>24m,1,1
20220726_185457_24_2490,2022-07-26T18:54:57.246800Z,-125.218073,48.821735,18.6,24.4,24.4,0.0939,1.32,0,4.487,A,,>24m,1,1
20220726_185457_24_2490,2022-07-26T18:54:57.246800Z,-125.23599,48.818998,65.2,69.4,69.4,0.0926,1.06,0,3.142,A,,>24m,1,1
20220726_185457_24_2490,2022-07-26T18:54:57.246800Z,-125.237247,48.819951,56.7,125.6,125.6,0.0804,2.22,0,3.071,A,,>24m,1,1
20220726_185457_24_2490,2022-07-26T18:54:57.246800Z,-125.213555,48.844555,35.4,18.0,35.4,0.0652,1.97,0,5.817,A,,>24m,1,1
20220726_185457_24_2490,2022-07-26T18:54:57.246800Z,-125.23887,48.829464,26.3,23.0,26.3,0.0646,1.15,0,3.347,A,,>24m,6,0
20220726_185457_24_2490,2022-07-26T18:54:57.246800Z,-125.268179,48.83546,52.4,52.2,52.4,0.0588,1.0,0,2.477,A,,>24m,1,1
20220816_182157_60_2457,2022-08-16T18:21:57.609790Z,-125.334844,48.848449,27.1,32.8,32.8,0.6486,1.21,0,5.626,A,,>24m,1,1
20220816_182157_60_2457,2022-08-16T18:21:57.609790Z,-125.310929,48.856369,22.4,35.3,35.3,0.6373,1.58,0,5.263,A,,>24m,2,0
20220816_182157_60_2457,2022-08-16T18:21:57.609790Z,-125.21188,48.847424,26.0,37.0,37.0,0.6101,1.42,0,6.105,A,,>24m,1,1
20220816_182157_60_2457,2022-08-16T18:21:57.609790Z,-125.212256,48.846633,27.7,33.9,33.9,0.6013,1.22,0,6.03,A,,>24m,1,1
20220816_182157_60_2457,2022-08-16T18:21:57.609790Z,-125.223645,48.795139,35.3,26.6,35.3,0.5732,1.32,0,4.528,A,,>24m,1,1
20220816_182157_60_2457,2022-08-16T18:21:57.609790Z,-125.303537,48.855369,50.5,48.5,50.5,0.555,1.04,0,4.937,A,,>24m,1,1
20220816_182157_60_2457,2022-08-16T18:21:57.609790Z,-125.224191,48.819019,130.2,94.7,130.2,0.4563,1.38,0,3.996,A,,>24m,1,1
20220816_182157_60_2457,2022-08-16T18:21:57.609790Z,-125.21045,48.779014,25.7,29.9,29.9,0.4526,1.16,0,6.324,A,,>24m,1,1
20220816_182157_60_2457,2022-08-16T18:21:57.609790Z,-125.227574,48.796044,24.9,25.1,25.1,0.4403,1.01,0,4.227,A,,>24m,1,1
20220816_182157_60_2457,2022-08-16T18:21:57.609790Z,-125.211198,48.798984,21.0,21.4,21.4,0.4315,1.02,0,5.196,A,,12-24m,1,1
20220816_182157_60_2457,2022-08-16T18:21:57.609790Z,-125.236741,48.818168,29.4,35.2,35.2,0.3794,1.2,0,3.073,A,,>24m,2,0
20220816_182157_60_2457,2022-08-16T18:21:57.609790Z,-125.303325,48.855408,87.0,59.9,87.0,0.3397,1.45,0,4.935,A,,>24m,1,1
20220816_182157_60_2457,2022-08-16T18:21:57.609790Z,-125.227599,48.830132,17.5,20.1,20.1,0.2495,1.15,0,4.111,A,,12-24m,1,1
20220816_182157_60_2457,2022-08-16T18:21:57.609790Z,-125.217606,48.803892,66.6,71.6,71.6,0.245,1.07,0,4.588,A,,>24m,1,1
20220816_182157_60_2457,2022-08-16T18:21:57.609790Z,-125.213463,48.779408,55.2,91.9,91.9,0.2253,1.66,0,6.124,A,,>24m,1,1
20220816_182157_60_2457,2022-08-16T18:21:57.609790Z,-125.313046,48.854446,20.6,23.7,23.7,0.1846,1.15,0,5.148,A,,12-24m,2,0
20220816_182157_60_2457,2022-08-16T18:21:57.609790Z,-125.282146,48.822917,30.3,29.1,30.3,0.1507,1.04,0,1.01,A,,>24m,1,1
20220816_182157_60_2457,2022-08-16T18:21:57.609790Z,-125.303097,48.855533,129.8,97.3,129.8,0.1127,1.33,0,4.942,A,,>24m,1,1
20220816_182157_60_2457,2022-08-16T18:21:57.609790Z,-125.22479,48.780804,31.2,36.7,36.7,0.0719,1.18,0,5.398,A,,>24m,1,1
20220816_182157_60_2457,2022-08-16T18:21:57.609790Z,-125.304406,48.854822,69.5,69.6,69.6,0.0627,1.0,0,4.905,A,,>24m,1,1
20220816_182157_60_2457,2022-08-16T18:21:57.609790Z,-125.240718,48.832095,26.8,33.2,33.2,0.0621,1.24,0,3.394,A,,>24m,2,0
20220816_182157_60_2457,2022-08-16T18:21:57.609790Z,-125.212541,48.778419,100.9,117.2,117.2,0.0524,1.16,0,6.246,A,,>24m,1,1
20220816_182157_60_2457,2022-08-16T18:21:57.609790Z,-125.21634,48.78036,33.0,123.2,123.2,0.0524,3.74,1,5.894,A,,>24m,1,1
