scene_id,acq_time_utc,lon,lat,bbox_w_m,bbox_h_m,length_class_m,confidence,aspect_ratio,wake_flag,range_km,detector,nir_snr,size_class,fill,width_m,n_px,n_years_at_cell,transient
20210616_183111_05_2448,2021-06-16T18:31:11.057048Z,-125.216776,48.806477,3.0,6.0,6.0,0.5608,2.0,0,4.598,B,6.34,0-12m,1.0,3.0,2,1,1
20210616_183111_05_2448,2021-06-16T18:31:11.057048Z,-125.214328,48.806551,3.0,6.0,6.0,0.6617,2.0,0,4.773,B,7.96,0-12m,1.0,3.0,2,1,1
20210616_183111_05_2448,2021-06-16T18:31:11.057048Z,-125.212054,48.806563,5.1,7.2,7.2,0.5923,1.41,0,4.938,B,6.81,0-12m,0.7279,5.1,3,1,1
20210616_183111_05_2448,2021-06-16T18:31:11.057048Z,-125.211158,48.806588,7.2,11.5,11.5,0.6655,1.59,0,5.002,B,8.03,0-12m,0.541,7.2,5,1,1
20210616_183111_05_2448,2021-06-16T18:31:11.057048Z,-125.239025,48.80602,3.0,6.0,6.0,0.5967,2.0,0,3.023,B,6.88,0-12m,1.0,3.0,2,1,1
20210616_183111_05_2448,2021-06-16T18:31:11.057048Z,-125.229593,48.806176,3.0,6.0,6.0,0.6579,2.0,0,3.685,B,7.89,0-12m,1.0,3.0,2,1,1
20210616_183111_05_2448,2021-06-16T18:31:11.057048Z,-125.227382,48.806209,7.4,15.4,15.4,0.6424,2.09,0,3.842,B,7.62,12-24m,0.5565,7.4,7,1,1
20210616_183111_05_2448,2021-06-16T18:31:11.057048Z,-125.222919,48.806318,3.0,6.0,6.0,0.731,2.0,0,4.159,B,9.31,0-12m,1.0,3.0,2,1,1
20210616_183111_05_2448,2021-06-16T18:31:11.057048Z,-125.22243,48.806355,3.0,6.0,6.0,0.6541,2.0,0,4.194,B,7.82,0-12m,1.0,3.0,2,1,1
20210616_183111_05_2448,2021-06-16T18:31:11.057048Z,-125.220679,48.806348,6.0,12.0,12.0,0.6655,2.0,0,4.32,B,8.03,12-24m,0.75,6.0,6,1,1
20210616_183111_05_2448,2021-06-16T18:31:11.057048Z,-125.21361,48.806498,3.0,6.0,6.0,0.5745,2.0,0,4.826,B,6.54,0-12m,1.0,3.0,2,1,1
20210616_183111_05_2448,2021-06-16T18:31:11.057048Z,-125.211017,48.806534,5.1,9.4,9.4,0.6541,1.83,0,5.013,B,7.82,0-12m,0.7507,5.1,4,1,1
20210616_183111_05_2448,2021-06-16T18:31:11.057048Z,-125.210896,48.806563,3.0,6.0,6.0,0.7149,2.0,0,5.021,B,8.97,0-12m,1.0,3.0,2,1,1
20210616_183111_05_2448,2021-06-16T18:31:11.057048Z,-125.210549,48.806583,3.0,6.0,6.0,0.5923,2.0,0,5.046,B,6.81,0-12m,1.0,3.0,2,1,1
20210616_183111_05_2448,2021-06-16T18:31:11.057048Z,-125.223571,48.806279,3.0,6.0,6.0,0.601,2.0,0,4.114,B,6.95,0-12m,1.0,3.0,2,2,0
20210616_183111_05_2448,2021-06-16T18:31:11.057048Z,-125.222351,48.806257,5.1,7.2,7.2,0.6502,1.41,0,4.202,B,7.76,0-12m,0.7279,5.1,3,1,1
20210616_183111_05_2448,2021-06-16T18:31:11.057048Z,-125.217195,48.806393,5.1,7.2,7.2,0.6096,1.41,0,4.57,B,7.08,0-12m,0.7279,5.1,3,1,1
20210616_183111_05_2448,2021-06-16T18:31:11.057048Z,-125.21275,48.80646,3.0,6.0,6.0,0.57,2.0,0,4.889,B,6.48,0-12m,1.0,3.0,2,2,0
20210616_183111_05_2448,2021-06-16T18:31:11.057048Z,-125.212262,48.806496,3.0,6.0,6.0,0.57,2.0,0,4.924,B,6.48,0-12m,1.0,3.0,2,2,0
20210616_183111_05_2448,2021-06-16T18:31:11.057048Z,-125.212067,48.806493,6.0,9.0,9.0,0.5967,1.5,0,4.938,B,6.88,0-12m,0.6667,6.0,4,1,1
20210616_183111_05_2448,2021-06-16T18:31:11.057048Z,-125.211913,48.806463,3.0,6.0,6.0,0.5923,2.0,0,4.95,B,6.81,0-12m,1.0,3.0,2,1,1
20210616_183111_05_2448,2021-06-16T18:31:11.057048Z,-125.210689,48.8065,3.0,9.0,9.0,0.542,3.0,1,5.038,B,6.07,0-12m,1.0,3.0,3,1,1
20210616_183111_05_2448,2021-06-16T18:31:11.057048Z,-125.210454,48.806477,9.0,15.0,15.0,0.618,1.67,0,5.055,B,7.22,12-24m,0.4667,9.0,7,1,1
20210616_183111_05_2448,2021-06-16T18:31:11.057048Z,-125.249328,48.805698,3.0,6.0,6.0,0.7692,2.0,0,2.327,B,10.18,0-12m,1.0,3.0,2,1,1
20210616_183111_05_2448,2021-06-16T18:31:11.057048Z,-125.246268,48.805784,3.0,6.0,6.0,0.6262,2.0,0,2.53,B,7.35,0-12m,1.0,3.0,2,1,1
20210616_183111_05_2448,2021-06-16T18:31:11.057048Z,-125.222629,48.806243,3.0,6.0,6.0,0.5923,2.0,0,4.182,B,6.81,0-12m,1.0,3.0,2,1,1
20210616_183111_05_2448,2021-06-16T18:31:11.057048Z,-125.220825,48.80626,5.1,7.2,7.2,0.5654,1.41,0,4.311,B,6.41,0-12m,0.7279,5.1,3,1,1
20210616_183111_05_2448,2021-06-16T18:31:11.057048Z,-125.219778,48.806289,5.1,7.2,7.2,0.6096,1.41,0,4.386,B,7.08,0-12m,0.7279,5.1,3,1,1
20210616_183111_05_2448,2021-06-16T18:31:11.057048Z,-125.219594,48.806258,6.0,9.0,9.0,0.5967,1.5,0,4.4,B,6.88,0-12m,0.8333,6.0,5,2,0
20210616_183111_05_2448,2021-06-16T18:31:11.057048Z,-125.218811,48.806303,3.0,6.0,6.0,0.5608,2.0,0,4.455,B,6.34,0-12m,1.0,3.0,2,1,1
20210616_183111_05_2448,2021-06-16T18:31:11.057048Z,-125.214288,48.80635,7.2,7.2,7.2,0.5967,1.0,0,4.78,B,6.88,0-12m,0.6863,7.2,4,1,1
20210616_183111_05_2448,2021-06-16T18:31:11.057048Z,-125.213157,48.806412,6.0,6.0,6.0,0.6541,1.0,0,4.861,B,7.82,0-12m,1.0,6.0,4,1,1
20210616_183111_05_2448,2021-06-16T18:31:11.057048Z,-125.212258,48.806416,3.0,6.0,6.0,0.5468,2.0,0,4.926,B,6.14,0-12m,1.0,3.0,2,2,0
20210616_183111_05_2448,2021-06-16T18:31:11.057048Z,-125.244855,48.805718,3.0,6.0,6.0,0.673,2.0,0,2.63,B,8.16,0-12m,1.0,3.0,2,1,1
20210616_183111_05_2448,2021-06-16T18:31:11.057048Z,-125.229323,48.80606,3.0,6.0,6.0,0.6655,2.0,0,3.708,B,8.03,0-12m,1.0,3.0,2,1,1
20210616_183111_05_2448,2021-06-16T18:31:11.057048Z,-125.228116,48.806042,3.0,6.0,6.0,0.6463,2.0,0,3.794,B,7.69,0-12m,1.0,3.0,2,2,0
20210616_183111_05_2448,2021-06-16T18:31:11.057048Z,-125.227476,48.805987,9.2,28.5,28.5,0.6803,3.11,1,3.841,B,8.3,>24m,0.4464,9.2,13,1,1
20210616_183111_05_2448,2021-06-16T18:31:11.057048Z,-125.222626,48.806162,3.0,6.0,6.0,0.5835,2.0,0,4.184,B,6.68,0-12m,1.0,3.0,2,1,1
20210616_183111_05_2448,2021-06-16T18:31:11.057048Z,-125.218318,48.806236,4.3,9.7,9.7,0.5608,2.24,0,4.492,B,6.34,0-12m,0.6406,4.3,3,1,1
20210616_183111_05_2448,2021-06-16T18:31:11.057048Z,-125.217666,48.806271,3.0,6.0,6.0,0.542,2.0,0,4.538,B,6.07,0-12m,1.0,3.0,2,1,1
20210616_183111_05_2448,2021-06-16T18:31:11.057048Z,-125.212747,48.806379,3.0,6.0,6.0,0.6502,2.0,0,4.891,B,7.76,0-12m,1.0,3.0,2,2,0
20210616_183111_05_2448,2021-06-16T18:31:11.057048Z,-125.210806,48.806376,3.0,6.0,6.0,0.5879,2.0,0,5.032,B,6.74,0-12m,1.0,3.0,2,1,1
20210616_183111_05_2448,2021-06-16T18:31:11.057048Z,-125.210581,48.80638,3.0,7.2,7.2,0.57,2.41,0,5.048,B,6.48,0-12m,0.8284,3.0,2,1,1
20210616_183111_05_2448,2021-06-16T18:31:11.057048Z,-125.223725,48.806073,6.0,6.0,6.0,0.6502,1.0,0,4.107,B,7.76,0-12m,1.0,6.0,4,1,1
20210616_183111_05_2448,2021-06-16T18:31:11.057048Z,-125.222521,48.80611,3.0,9.0,9.0,0.6221,3.0,1,4.193,B,7.28,0-12m,1.0,3.0,3,1,1
20210616_183111_05_2448,2021-06-16T18:31:11.057048Z,-125.222303,48.806096,5.1,7.2,7.2,0.6303,1.41,0,4.209,B,7.42,0-12m,0.7279,5.1,3,1,1
20210616_183111_05_2448,2021-06-16T18:31:11.057048Z,-125.219581,48.806153,3.0,6.0,6.0,0.57,2.0,0,4.403,B,6.48,0-12m,1.0,3.0,2,2,0
20210616_183111_05_2448,2021-06-16T18:31:11.057048Z,-125.218752,48.806192,5.1,7.2,7.2,0.6424,1.41,0,4.462,B,7.62,0-12m,0.7279,5.1,3,1,1
20210616_183111_05_2448,2021-06-16T18:31:11.057048Z,-125.218615,48.806176,5.1,7.2,7.2,0.5923,1.41,0,4.472,B,6.81,0-12m,0.7279,5.1,3,1,1
20210616_183111_05_2448,2021-06-16T18:31:11.057048Z,-125.217866,48.806186,3.0,12.0,12.0,0.618,4.0,1,4.526,B,7.22,12-24m,1.0,3.0,4,1,1
20210616_183111_05_2448,2021-06-16T18:31:11.057048Z,-125.213274,48.806288,3.0,6.0,6.0,0.6138,2.0,0,4.855,B,7.15,0-12m,1.0,3.0,2,1,1
20210616_183111_05_2448,2021-06-16T18:31:11.057048Z,-125.210313,48.806331,3.0,6.0,6.0,0.6053,2.0,0,5.068,B,7.01,0-12m,1.0,3.0,2,1,1
20210616_183111_05_2448,2021-06-16T18:31:11.057048Z,-125.223485,48.806037,4.3,9.7,9.7,0.5608,2.24,0,4.126,B,6.34,0-12m,0.6406,4.3,3,2,0
20210616_183111_05_2448,2021-06-16T18:31:11.057048Z,-125.217763,48.806148,3.0,6.0,6.0,0.579,2.0,0,4.534,B,6.61,0-12m,1.0,3.0,2,1,1
20210616_183111_05_2448,2021-06-16T18:31:11.057048Z,-125.210658,48.806257,5.1,9.4,9.4,0.691,1.83,0,5.045,B,8.5,0-12m,0.7507,5.1,4,1,1
20210616_183111_05_2448,2021-06-16T18:31:11.057048Z,-125.210557,48.8063,3.0,6.0,6.0,0.6424,2.0,0,5.051,B,7.62,0-12m,1.0,3.0,2,1,1
20210616_183111_05_2448,2021-06-16T18:31:11.057048Z,-125.240316,48.805644,3.0,6.0,6.0,0.57,2.0,0,2.946,B,6.48,0-12m,1.0,3.0,2,1,1
20210616_183111_05_2448,2021-06-16T18:31:11.057048Z,-125.224639,48.805948,3.0,6.0,6.0,0.5608,2.0,0,4.045,B,6.34,0-12m,1.0,3.0,2,1,1
20210616_183111_05_2448,2021-06-16T18:31:11.057048Z,-125.220744,48.806015,6.0,9.0,9.0,0.6502,1.5,0,4.323,B,7.76,0-12m,0.8333,6.0,5,1,1
20210616_183111_05_2448,2021-06-16T18:31:11.057048Z,-125.217968,48.806084,6.0,9.0,9.0,0.6424,1.5,0,4.521,B,7.62,0-12m,0.8333,6.0,5,1,1
20210616_183111_05_2448,2021-06-16T18:31:11.057048Z,-125.217639,48.806123,3.0,6.0,6.0,0.5608,2.0,0,4.543,B,6.34,0-12m,1.0,3.0,2,1,1
20210616_183111_05_2448,2021-06-16T18:31:11.057048Z,-125.217341,48.806082,5.7,9.7,9.7,0.6384,1.71,0,4.566,B,7.55,0-12m,0.6525,5.7,4,1,1
20210616_183111_05_2448,2021-06-16T18:31:11.057048Z,-125.212694,48.806152,9.4,17.8,17.8,0.7048,1.91,0,4.899,B,8.77,12-24m,0.4846,9.4,9,1,1
20210616_183111_05_2448,2021-06-16T18:31:11.057048Z,-125.211677,48.806211,3.0,6.0,6.0,0.57,2.0,0,4.972,B,6.48,0-12m,1.0,3.0,2,1,1
20210616_183111_05_2448,2021-06-16T18:31:11.057048Z,-125.211086,48.806236,3.0,6.0,6.0,0.5835,2.0,0,5.014,B,6.68,0-12m,1.0,3.0,2,1,1
20210616_183111_05_2448,2021-06-16T18:31:11.057048Z,-125.210472,48.80622,3.0,6.0,6.0,0.5515,2.0,0,5.059,B,6.21,0-12m,1.0,3.0,2,1,1
20210616_183111_05_2448,2021-06-16T18:31:11.057048Z,-125.248051,48.805453,3.0,6.0,6.0,0.7929,2.0,0,2.424,B,10.79,0-12m,1.0,3.0,2,1,1
20210616_183111_05_2448,2021-06-16T18:31:11.057048Z,-125.22176,48.80599,3.0,6.0,6.0,0.5468,2.0,0,4.25,B,6.14,0-12m,1.0,3.0,2,1,1
20210616_183111_05_2448,2021-06-16T18:31:11.057048Z,-125.220186,48.805966,3.0,9.0,9.0,0.618,3.0,1,4.364,B,7.22,0-12m,1.0,3.0,3,1,1
20210616_183111_05_2448,2021-06-16T18:31:11.057048Z,-125.218513,48.80603,7.0,11.0,11.0,0.6096,1.57,0,4.483,B,7.08,0-12m,0.6957,7.0,6,1,1
20210616_183111_05_2448,2021-06-16T18:31:11.057048Z,-125.218131,48.806015,5.1,7.2,7.2,0.5967,1.41,0,4.51,B,6.88,0-12m,0.7279,5.1,3,1,1
20210616_183111_05_2448,2021-06-16T18:31:11.057048Z,-125.216493,48.806091,3.0,6.0,6.0,0.698,2.0,0,4.627,B,8.63,0-12m,1.0,3.0,2,1,1
20210616_183111_05_2448,2021-06-16T18:31:11.057048Z,-125.212499,48.806159,5.1,7.2,7.2,0.5468,1.41,0,4.913,B,6.14,0-12m,0.7279,5.1,3,1,1
20210616_183111_05_2448,2021-06-16T18:31:11.057048Z,-125.212267,48.806159,3.0,6.0,6.0,0.5967,2.0,0,4.93,B,6.88,0-12m,1.0,3.0,2,1,1
20210616_183111_05_2448,2021-06-16T18:31:11.057048Z,-125.212089,48.806131,5.1,7.2,7.2,0.5515,1.41,0,4.944,B,6.21,0-12m,0.7279,5.1,3,1,1
20210616_183111_05_2448,2021-06-16T18:31:11.057048Z,-125.211205,48.806152,5.1,9.4,9.4,0.6424,1.83,0,5.007,B,7.62,0-12m,0.7507,5.1,4,1,1
20210616_183111_05_2448,2021-06-16T18:31:11.057048Z,-125.210729,48.806175,4.3,9.7,9.7,0.601,2.24,0,5.041,B,6.95,0-12m,0.6406,4.3,3,1,1
20210616_183111_05_2448,2021-06-16T18:31:11.057048Z,-125.235332,48.80566,3.0,6.0,6.0,0.6502,2.0,0,3.294,B,7.76,0-12m,1.0,3.0,2,1,1
20210616_183111_05_2448,2021-06-16T18:31:11.057048Z,-125.227553,48.80577,6.0,9.0,9.0,0.673,1.5,0,3.842,B,8.16,0-12m,1.0,6.0,6,1,1
20210616_183111_05_2448,2021-06-16T18:31:11.057048Z,-125.222593,48.805879,3.0,6.0,6.0,0.6053,2.0,0,4.193,B,7.01,0-12m,1.0,3.0,2,1,1
20210616_183111_05_2448,2021-06-16T18:31:11.057048Z,-125.222171,48.805892,5.1,7.2,7.2,0.7341,1.41,0,4.223,B,9.38,0-12m,0.7279,5.1,3,1,1
20210616_183111_05_2448,2021-06-16T18:31:11.057048Z,-125.219063,48.805988,3.0,6.0,6.0,0.579,2.0,0,4.444,B,6.61,0-12m,1.0,3.0,2,2,0
20210616_183111_05_2448,2021-06-16T18:31:11.057048Z,-125.218327,48.805975,3.0,6.0,6.0,0.57,2.0,0,4.497,B,6.48,0-12m,1.0,3.0,2,1,1
20210616_183111_05_2448,2021-06-16T18:31:11.057048Z,-125.215101,48.806024,3.0,7.2,7.2,0.5562,2.41,0,4.728,B,6.27,0-12m,0.8284,3.0,2,1,1
20210616_183111_05_2448,2021-06-16T18:31:11.057048Z,-125.212978,48.806064,6.0,6.0,6.0,0.7433,1.0,0,4.881,B,9.58,0-12m,1.0,6.0,4,1,1
20210616_183111_05_2448,2021-06-16T18:31:11.057048Z,-125.21236,48.806099,5.1,7.2,7.2,0.6384,1.41,0,4.925,B,7.55,0-12m,0.7279,5.1,3,1,1
20210616_183111_05_2448,2021-06-16T18:31:11.057048Z,-125.211887,48.806106,6.0,9.0,9.0,0.5923,1.5,0,4.959,B,6.81,0-12m,0.6667,6.0,4,1,1
20210616_183111_05_2448,2021-06-16T18:31:11.057048Z,-125.210601,48.806089,7.0,13.7,13.7,0.6424,1.95,0,5.052,B,7.62,12-24m,0.653,7.0,7,1,1
20210616_183111_05_2448,2021-06-16T18:31:11.057048Z,-125.210429,48.80607,9.0,21.0,21.0,0.6096,2.33,0,5.065,B,7.08,12-24m,0.4762,9.0,10,1,1
20210616_183111_05_2448,2021-06-16T18:31:11.057048Z,-125.251313,48.805308,3.0,6.0,6.0,0.7214,2.0,0,2.214,B,9.11,0-12m,1.0,3.0,2,1,1
20210616_183111_05_2448,2021-06-16T18:31:11.057048Z,-125.225149,48.805771,5.1,7.2,7.2,0.5835,1.41,0,4.013,B,6.68,0-12m,0.7279,5.1,3,1,1
20210616_183111_05_2448,2021-06-16T18:31:11.057048Z,-125.218571,48.805943,3.0,6.0,6.0,0.5835,2.0,0,4.48,B,6.68,0-12m,1.0,3.0,2,1,1
20210616_183111_05_2448,2021-06-16T18:31:11.057048Z,-125.21814,48.805911,3.0,6.0,6.0,0.7116,2.0,0,4.512,B,8.9,0-12m,1.0,3.0,2,1,1
20210616_183111_05_2448,2021-06-16T18:31:11.057048Z,-125.217624,48.805943,5.1,7.2,7.2,0.5967,1.41,0,4.549,B,6.88,0-12m,0.7279,5.1,3,1,1
20210616_183111_05_2448,2021-06-16T18:31:11.057048Z,-125.217183,48.80597,3.0,6.0,6.0,0.5745,2.0,0,4.58,B,6.54,0-12m,1.0,3.0,2,1,1
20210616_183111_05_2448,2021-06-16T18:31:11.057048Z,-125.216569,48.805955,3.0,6.0,6.0,0.5562,2.0,0,4.624,B,6.27,0-12m,1.0,3.0,2,1,1
20210616_183111_05_2448,2021-06-16T18:31:11.057048Z,-125.21163,48.806077,3.0,6.0,6.0,0.579,2.0,0,4.978,B,6.61,0-12m,1.0,3.0,2,1,1
20210616_183111_05_2448,2021-06-16T18:31:11.057048Z,-125.243512,48.805379,3.0,6.0,6.0,0.6303,2.0,0,2.735,B,7.42,0-12m,1.0,3.0,2,1,1
20210616_183111_05_2448,2021-06-16T18:31:11.057048Z,-125.226344,48.805699,3.0,6.0,6.0,0.6579,2.0,0,3.93,B,7.89,0-12m,1.0,3.0,2,1,1
20210616_183111_05_2448,2021-06-16T18:31:11.057048Z,-125.220016,48.805821,3.0,6.0,6.0,0.579,2.0,0,4.38,B,6.61,0-12m,1.0,3.0,2,1,1
20210616_183111_05_2448,2021-06-16T18:31:11.057048Z,-125.218834,48.805884,3.0,9.0,9.0,0.579,3.0,1,4.463,B,6.61,0-12m,1.0,3.0,3,1,1
20210616_183111_05_2448,2021-06-16T18:31:11.057048Z,-125.218507,48.805877,3.0,6.0,6.0,0.5923,2.0,0,4.487,B,6.81,0-12m,1.0,3.0,2,1,1
20210616_183111_05_2448,2021-06-16T18:31:11.057048Z,-125.218343,48.805876,4.3,9.7,9.7,0.6221,2.24,0,4.498,B,7.28,0-12m,0.6406,4.3,3,1,1
20210616_183111_05_2448,2021-06-16T18:31:11.057048Z,-125.21213,48.806002,6.0,9.0,9.0,0.6344,1.5,0,4.943,B,7.49,0-12m,0.8333,6.0,5,1,1
20210616_183111_05_2448,2021-06-16T18:31:11.057048Z,-125.211769,48.80598,3.0,6.0,6.0,0.6424,2.0,0,4.97,B,7.62,0-12m,1.0,3.0,2,1,1
20210616_183111_05_2448,2021-06-16T18:31:11.057048Z,-125.220912,48.80575,3.0,6.0,6.0,0.5835,2.0,0,4.317,B,6.68,0-12m,1.0,3.0,2,1,1
20210616_183111_05_2448,2021-06-16T18:31:11.057048Z,-125.219892,48.805796,3.0,6.0,6.0,0.5515,2.0,0,4.389,B,6.21,0-12m,1.0,3.0,2,1,1
20210616_183111_05_2448,2021-06-16T18:31:11.057048Z,-125.219157,48.805811,3.0,6.0,6.0,0.6096,2.0,0,4.441,B,7.08,0-12m,1.0,3.0,2,1,1
20210616_183111_05_2448,2021-06-16T18:31:11.057048Z,-125.210897,48.805965,5.1,7.2,7.2,0.6303,1.41,0,5.033,B,7.42,0-12m,0.7279,5.1,3,1,1
20210616_183111_05_2448,2021-06-16T18:31:11.057048Z,-125.210605,48.805988,3.0,6.0,6.0,0.6053,2.0,0,5.054,B,7.01,0-12m,1.0,3.0,2,1,1
20210616_183111_05_2448,2021-06-16T18:31:11.057048Z,-125.233334,48.80546,5.1,7.2,7.2,0.6541,1.41,0,3.441,B,7.82,0-12m,0.7279,5.1,3,2,0
20210616_183111_05_2448,2021-06-16T18:31:11.057048Z,-125.22834,48.805552,3.0,6.0,6.0,0.6053,2.0,0,3.792,B,7.01,0-12m,1.0,3.0,2,1,1
20210616_183111_05_2448,2021-06-16T18:31:11.057048Z,-125.22285,48.805699,3.0,6.0,6.0,0.673,2.0,0,4.179,B,8.16,0-12m,1.0,3.0,2,1,1
20210616_183111_05_2448,2021-06-16T18:31:11.057048Z,-125.220217,48.805736,3.0,6.0,6.0,0.6502,2.0,0,4.367,B,7.76,0-12m,1.0,3.0,2,1,1
20210616_183111_05_2448,2021-06-16T18:31:11.057048Z,-125.218195,48.805762,3.0,6.0,6.0,0.579,2.0,0,4.512,B,6.61,0-12m,1.0,3.0,2,2,0
20210616_183111_05_2448,2021-06-16T18:31:11.057048Z,-125.21205,48.805866,3.0,6.0,6.0,0.57,2.0,0,4.952,B,6.48,0-12m,1.0,3.0,2,1,1
20210616_183111_05_2448,2021-06-16T18:31:11.057048Z,-125.211861,48.805892,5.1,7.2,7.2,0.6138,1.41,0,4.965,B,7.15,0-12m,0.7279,5.1,3,1,1
20210616_183111_05_2448,2021-06-16T18:31:11.057048Z,-125.211451,48.805882,5.1,7.2,7.2,0.6303,1.41,0,4.995,B,7.42,0-12m,0.7279,5.1,3,1,1
20210616_183111_05_2448,2021-06-16T18:31:11.057048Z,-125.223848,48.805612,3.0,6.0,6.0,0.5967,2.0,0,4.11,B,6.88,0-12m,1.0,3.0,2,1,1
20210616_183111_05_2448,2021-06-16T18:31:11.057048Z,-125.218032,48.805703,6.0,12.0,12.0,0.6303,2.0,0,4.525,B,7.42,12-24m,0.875,6.0,7,2,0
20210616_183111_05_2448,2021-06-16T18:31:11.057048Z,-125.216824,48.80572,3.0,6.0,6.0,0.5879,2.0,0,4.611,B,6.74,0-12m,1.0,3.0,2,1,1
20210616_183111_05_2448,2021-06-16T18:31:11.057048Z,-125.213743,48.805793,3.0,6.0,6.0,0.5923,2.0,0,4.831,B,6.81,0-12m,1.0,3.0,2,1,1
20210616_183111_05_2448,2021-06-16T18:31:11.057048Z,-125.213416,48.805799,3.0,6.0,6.0,0.6138,2.0,0,4.855,B,7.15,0-12m,1.0,3.0,2,2,0
20210616_183111_05_2448,2021-06-16T18:31:11.057048Z,-125.213008,48.805807,3.0,6.0,6.0,0.601,2.0,0,4.884,B,6.95,0-12m,1.0,3.0,2,2,0
20210616_183111_05_2448,2021-06-16T18:31:11.057048Z,-125.211049,48.805872,3.0,6.0,6.0,0.6096,2.0,0,5.024,B,7.08,0-12m,1.0,3.0,2,1,1
20210616_183111_05_2448,2021-06-16T18:31:11.057048Z,-125.210845,48.805876,3.0,6.0,6.0,0.6384,2.0,0,5.039,B,7.55,0-12m,1.0,3.0,2,1,1
20210616_183111_05_2448,2021-06-16T18:31:11.057048Z,-125.210314,48.805873,3.0,7.2,7.2,0.5745,2.41,0,5.077,B,6.54,0-12m,0.8284,3.0,2,1,1
20210616_183111_05_2448,2021-06-16T18:31:11.057048Z,-125.242367,48.805204,5.1,7.2,7.2,0.7082,1.41,0,2.821,B,8.84,0-12m,0.7279,5.1,3,1,1
20210616_183111_05_2448,2021-06-16T18:31:11.057048Z,-125.224701,48.805506,7.0,11.0,11.0,0.6693,1.57,0,4.052,B,8.09,0-12m,0.6957,7.0,6,1,1
20210616_183111_05_2448,2021-06-16T18:31:11.057048Z,-125.223681,48.805534,3.0,6.0,6.0,0.6138,2.0,0,4.124,B,7.15,0-12m,1.0,3.0,2,1,1
20210616_183111_05_2448,2021-06-16T18:31:11.057048Z,-125.221355,48.805606,3.0,6.0,6.0,0.6303,2.0,0,4.289,B,7.42,0-12m,1.0,3.0,2,1,1
20210616_183111_05_2448,2021-06-16T18:31:11.057048Z,-125.218874,48.805641,7.2,7.2,7.2,0.7904,1.0,0,4.466,B,10.72,0-12m,0.6863,7.2,4,1,1
20210616_183111_05_2448,2021-06-16T18:31:11.057048Z,-125.217538,48.805693,3.0,6.0,6.0,0.6053,2.0,0,4.56,B,7.01,0-12m,1.0,3.0,2,1,1
20210616_183111_05_2448,2021-06-16T18:31:11.057048Z,-125.216639,48.805684,3.0,6.0,6.0,0.5967,2.0,0,4.625,B,6.88,0-12m,1.0,3.0,2,1,1
20210616_183111_05_2448,2021-06-16T18:31:11.057048Z,-125.214543,48.805691,5.1,11.5,11.5,0.6096,2.24,0,4.776,B,7.08,0-12m,0.765,5.1,5,2,0
20210616_183111_05_2448,2021-06-16T18:31:11.057048Z,-125.212638,48.80576,4.3,13.7,13.7,0.5745,3.16,1,4.912,B,6.54,12-24m,0.6038,4.3,4,1,1
20210616_183111_05_2448,2021-06-16T18:31:11.057048Z,-125.233041,48.805304,5.1,7.2,7.2,0.6945,1.41,0,3.467,B,8.57,0-12m,0.7279,5.1,3,2,0
20210616_183111_05_2448,2021-06-16T18:31:11.057048Z,-125.227055,48.805447,5.1,7.2,7.2,0.6096,1.41,0,3.886,B,7.08,0-12m,0.7279,5.1,3,1,1
20210616_183111_05_2448,2021-06-16T18:31:11.057048Z,-125.219065,48.805569,3.0,6.0,6.0,0.6053,2.0,0,4.454,B,7.01,0-12m,1.0,3.0,2,1,1
20210616_183111_05_2448,2021-06-16T18:31:11.057048Z,-125.217739,48.805608,3.0,6.0,6.0,0.6053,2.0,0,4.548,B,7.01,0-12m,1.0,3.0,2,2,0
20210616_183111_05_2448,2021-06-16T18:31:11.057048Z,-125.21365,48.805696,5.1,7.2,7.2,0.5654,1.41,0,4.84,B,6.41,0-12m,0.7279,5.1,3,1,1
20210616_183111_05_2448,2021-06-16T18:31:11.057048Z,-125.220777,48.805482,5.1,9.4,9.4,0.6945,1.83,0,4.333,B,8.57,0-12m,0.7507,5.1,4,1,1
20210616_183111_05_2448,2021-06-16T18:31:11.057048Z,-125.21965,48.805485,6.0,9.0,9.0,0.618,1.5,0,4.414,B,7.22,0-12m,0.8333,6.0,5,1,1
20210616_183111_05_2448,2021-06-16T18:31:11.057048Z,-125.217989,48.805568,5.1,7.2,7.2,0.5835,1.41,0,4.531,B,6.68,0-12m,0.7279,5.1,3,2,0
20210616_183111_05_2448,2021-06-16T18:31:11.057048Z,-125.214694,48.805599,3.0,6.0,6.0,0.5608,2.0,0,4.767,B,6.34,0-12m,1.0,3.0,2,2,0
20210616_183111_05_2448,2021-06-16T18:31:11.057048Z,-125.213756,48.805631,3.0,9.0,9.0,0.5608,3.0,1,4.834,B,6.34,0-12m,1.0,3.0,3,1,1
20210616_183111_05_2448,2021-06-16T18:31:11.057048Z,-125.21343,48.805651,3.0,6.0,6.0,0.5879,2.0,0,4.857,B,6.74,0-12m,1.0,3.0,2,2,0
20210616_183111_05_2448,2021-06-16T18:31:11.057048Z,-125.212966,48.805637,5.1,7.2,7.2,0.6502,1.41,0,4.891,B,7.76,0-12m,0.7279,5.1,3,2,0
20210616_183111_05_2448,2021-06-16T18:31:11.057048Z,-125.227717,48.805321,3.0,6.0,6.0,0.5879,2.0,0,3.843,B,6.74,0-12m,1.0,3.0,2,1,1
